Site,Plot,Measurement,Date,Time,PAR Within,PAR Amb.,Mesh,Soil Moist.,File Name,Notes,start cut,end cut,odd
Cinnamon,13,c,7/25/15,1652,328,1688,shade2,18.6,25jul2015c13c,,,,
Cinnamon,13,d,7/25/15,1655,0,1570,dark,18.6,25jul2015c13d,,20,,
Cinnamon,14,a,7/25/15,1659,1004,1402,light,29.8,25jul2015c14a,,,,
Cinnamon,14,b,7/25/15,1702,491,1575,shade1,29.8,25jul2015c14b,,,,
Cinnamon,14,c,7/25/15,1705,263,1568,shade2,29.8,25jul2015c14c,,,,
Cinnamon,14,d,7/25/15,1708,0,1456,dark,29.8,25jul2015c14d,,25,,
Painter_Boy,1,a,7/27/15,1237,1666,1869,light,23.5,27jul2015pb1a,,,,
Painter_Boy,1,b,7/27/15,1255,1048,2291,shade1,23.5,27jul2015pb1b,,,,
Painter_Boy,1,c,7/27/15,1301,639,2064,shade2,23.5,27jul2015pb1c,,,,
Painter_Boy,1,d,7/27/15,1304,0,1982,dark,23.5,27jul2015pb1d,,,,
Painter_Boy,2,a,7/27/15,1347,1100,2259,light,24.2,27jul2015pb2a,,,,
Painter_Boy,2,b,7/27/15,1351,998,2217,shade1,24.2,27jul2015pb2b,,,,
Painter_Boy,2,c,7/27/15,1356,680,2096,shade2,24.2,27jul2015pb2c,,25,,
Painter_Boy,2,d,7/27/15,1359,0,495,dark,24.2,27jul2015pb2d,,25,,
Painter_Boy,3,a,7/27/15,1403,1701,2095,light,20.8,27jul2015pb3a,,,,
Painter_Boy,3,b,7/27/15,1412,1174,2145,shade1,20.8,27jul2015pb3b,,,,
Painter_Boy,3,c,7/27/15,1417,670,2202,shade2,20.8,27jul2015pb3c,,,,
Painter_Boy,3,d,7/27/15,1420,0,2060,dark,20.8,27jul2015pb3d,,,,
Painter_Boy,4,a,7/27/15,1423,1773,1987,light,28.4,27jul2015pb4a,,,,
Painter_Boy,4,b,7/27/15,1442,1125,2247,shade1,28.4,27jul2015pb4b,,,,
Painter_Boy,4,c,7/27/15,1446,410,1932,shade2,28.4,27jul2015pb4c,,,,
Painter_Boy,4,d,7/27/15,1439,0,1633,dark,28.4,27jul2015pb4d,,10,,
Painter_Boy,5,a,7/27/15,1455,1576,2002,light,22.1,27jul2015pb5a,,,,
Painter_Boy,5,b,7/27/15,1502,1044,2087,shade1,22.1,27jul2015pb5b,,28,,
Painter_Boy,5,c,7/27/15,1538,573,2096,shade2,22.1,27jul2015pb5c,,,,
Painter_Boy,5,d,7/27/15,1505,0,2020,dark,22.1,27jul2015pb5d,,30,,
Cinnamon,15,a,7/28/15,931,980,1166,light,26,28jul2015c15a,,,,
Cinnamon,15,b,7/28/15,934,540,1310,shade1,26,28jul2015c15b,,,,
Cinnamon,15,c,7/28/15,937,240,1338,shade2,26,28jul2015c15c,,,,
Cinnamon,15,d,7/28/15,940,0,1383,dark,26,28jul2015c15d,,25,,
Cinnamon,16,a,7/28/15,944,1061,1344,light,10.8,28jul2015c16a,,,,
Cinnamon,16,b,7/28/15,947,564,1403,shade1,10.8,28jul2015c16b,,,,
Cinnamon,16,c,7/28/15,949,257,1415,shade2,10.8,28jul2015c16c,,,,
Cinnamon,16,d,7/28/15,952,0,1464,dark,10.8,28jul2015c16d,,,,
Cinnamon,17,a,7/28/15,957,1016,1430,light,27.3,28jul2015c17a,,,,
Cinnamon,17,b,7/28/15,1000,777,1330,shade1,27.3,28jul2015c17b,,25,,
Cinnamon,17,c,7/28/15,1003,231,1421,shade2,27.3,28jul2015c17c,,,,
Cinnamon,17,d,7/28/15,1006,0,1437,dark,27.3,28jul2015c17d,,,,y
Cinnamon,18,a,7/28/15,1010,1100,1438,light,25.5,28jul2015c18a,,,,
Cinnamon,18,b,7/28/15,1013,997,1310,shade1,25.5,28jul2015c18b,,,,
Cinnamon,18,c,7/28/15,1015,417,1551,shade2,25.5,28jul2015c18c,,,,
Cinnamon,18,d,7/28/15,1018,0,1378,dark,25.5,28jul2015c18d,,30,,
Cinnamon,19,a,7/28/15,1022,1144,1519,light,22.8,28jul2015c19a,,,,
Cinnamon,19,b,7/28/15,1025,628,1528,shade1,22.8,28jul2015c19b,,,,
Cinnamon,19,c,7/28/15,1027,363,1572,shade2,22.8,28jul2015c19c,,15,,
Cinnamon,19,d,7/28/15,1030,0,1657,dark,22.8,28jul2015c19d,,,,
Cinnamon,20,a,7/28/15,1034,1219,1650,light,21.9,28jul2015c20a,,,,
Cinnamon,20,b,7/28/15,1037,801,1534,shade1,21.9,28jul2015c20b,,,,
Cinnamon,20,c,7/28/15,1040,410,1583,shade2,21.9,28jul2015c20c,,,,
Cinnamon,20,d,7/28/15,1043,0,1647,dark,21.9,28jul2015c20d,,,,
Cinnamon,21,a,7/28/15,1047,1205,1423,light,14,28jul2015c21a,,,,
Cinnamon,21,b,7/28/15,1050,606,1523,shade1,14,28jul2015c21b,,,,
Cinnamon,21,c,7/28/15,1052,357,1694,shade2,14,28jul2015c21c,,25,,
Cinnamon,21,d,7/28/15,1056,0,1588,dark,14,28jul2015c21d,,,,y
Cinnamon,22,a,7/28/15,1059,1251,1776,light,10.2,28jul2015c22a,,,,
Cinnamon,22,b,7/28/15,1102,799,1687,shade1,10.2,28jul2015c22b,,,,
Cinnamon,22,c,7/28/15,1105,508,1621,shade2,10.2,28jul2015c22c,,,,
Cinnamon,22,d,7/28/15,1108,0,1659,dark,10.2,28jul2015c22d,,,,
Cinnamon,23,a,7/28/15,1115,1199,1570,light,29.2,28jul2015c23a,,,,
Cinnamon,23,b,7/28/15,1118,829,1573,shade1,29.2,28jul2015c23b,,,,y
Cinnamon,23,c,7/28/15,1121,412,1642,shade2,29.2,28jul2015c23c,,,,
Cinnamon,23,d,7/28/15,1124,0,1736,dark,29.2,28jul2015c23d,,,,
Cinnamon,24,a,7/28/15,1127,1276,1762,light,26.8,28jul2015c24a,,,,
Cinnamon,24,b,7/28/15,1130,855,1773,shade1,26.8,28jul2015c24b,,,,
Cinnamon,24,c,7/28/15,1133,447,1810,shade2,26.8,28jul2015c24c,,,,
Cinnamon,24,d,7/28/15,1136,0,1854,dark,26.8,28jul2015c24d,,,,
Cinnamon,25,a,7/28/15,1140,1566,1867,light,21.9,28jul2015c25a,,,,
Cinnamon,25,b,7/28/15,1143,804,1826,shade1,21.9,28jul2015c25b,,,,
Cinnamon,25,c,7/28/15,1147,417,1750,shade2,21.9,28jul2015c25c,,15,,
Cinnamon,25,d,7/28/15,1151,0,1658,dark,21.9,28jul2015c25d,,,,
Cinnamon,26,a,7/28/15,1156,1373,1806,light,16.9,28jul2015c26a,,,,
Cinnamon,26,b,7/28/15,1200,896,1807,shade1,16.9,28jul2015c26b,,,,
Cinnamon,26,c,7/28/15,1203,539,1881,shade2,16.9,28jul2015c26c,,,,
Cinnamon,26,d,7/28/15,1205,0,1895,dark,16.9,28jul2015c26d,,28,,
Cinnamon,27,a,7/28/15,1209,1367,1897,light,21.6,28jul2015c27a,,,,
Cinnamon,27,b,7/28/15,1212,951,1912,shade1,21.6,28jul2015c27b,,,,
Cinnamon,27,c,7/28/15,1215,451,1910,shade2,21.6,28jul2015c27c,,,,
Cinnamon,27,d,7/28/15,1218,0,1922,dark,21.6,28jul2015c27d,,,,y
Cinnamon,28,a,7/28/15,1222,1465,1916,light,12.1,28jul2015c28a,,,,
Cinnamon,28,b,7/28/15,1225,867,1886,shade1,12.1,28jul2015c28b,,,,
Cinnamon,28,c,7/28/15,1228,521,1889,shade2,12.1,28jul2015c28c,,,,
Cinnamon,28,d,7/28/15,1231,0,1793,dark,12.1,28jul2015c28d,,,,
Cinnamon,29,a,7/28/15,1235,1596,1857,light,25.4,28jul2015c29a,,,,
Cinnamon,29,b,7/28/15,1238,882,1841,shade1,25.4,28jul2015c29b,,,,
Cinnamon,29,c,7/28/15,1241,556,1852,shade2,25.4,28jul2015c29c,,,,
Cinnamon,29,d,7/28/15,1244,0,1845,dark,25.4,28jul2015c29d,,,,
Cinnamon,30,a,7/28/15,1249,1531,1883,light,20,28jul2015c30a,,,,
Cinnamon,30,b,7/28/15,1251,821,1776,shade1,20,28jul2015c30b,,,,
Cinnamon,30,c,7/28/15,1254,552,1770,shade2,20,28jul2015c30c,,,,
Cinnamon,30,d,7/28/15,1257,0,1766,dark,20,28jul2015c30d,,,,y
Cinnamon,31,a,7/28/15,1302,1611,1860,light,22.3,28jul2015c31a,,,,
Cinnamon,31,b,7/28/15,1305,954,1858,shade1,22.3,28jul2015c31b,,,,
Cinnamon,31,c,7/28/15,1309,596,1827,shade2,22.3,28jul2015c31c,,,,y
Cinnamon,31,d,7/28/15,1312,0,1893,dark,22.3,28jul2015c31d,,,,
Cinnamon,32,a,7/28/15,1316,1398,1923,light,20.2,28jul2015c32a,,,,
Cinnamon,32,b,7/28/15,1322,942,1909,shade1,20.2,28jul2015c32b,,,,
Cinnamon,32,c,7/28/15,1325,584,1898,shade2,20.2,28jul2015c32c,,,,y
Cinnamon,32,d,7/28/15,1329,0,1877,dark,20.2,28jul2015c32d,,,,
Cinni_Top,1,a,7/28/15,1539,1150,1750,light,22,28jul2015ct1a,,,,
Cinni_Top,1,b,7/28/15,1542,710,1660,shade1,22,28jul2015ct1b,,10,,
Cinni_Top,1,c,7/28/15,1536,515,1630,shade2,22,28jul2015ct1c,,,,
Cinni_Top,1,d,7/28/15,1546,0,1687,dark,22,28jul2015ct1d,,30,,
Cinni_Top,2,a,7/28/15,1549,1023,1535,light,19,28jul2015ct2a,,,,
Cinni_Top,2,b,7/28/15,1552,648,1689,shade1,19,28jul2015ct2b,,,,
Cinni_Top,2,c,7/28/15,1554,233,1624,shade2,19,28jul2015ct2c,,,,
Cinni_Top,2,d,7/28/15,1557,0,1491,dark,19,28jul2015ct2d,,,,
Cinni_Top,3,a,7/28/15,1600,1082,1626,light,14,28jul2015ct3a,,,,
Cinni_Top,3,b,7/28/15,1603,638,1599,shade1,14,28jul2015ct3b,,,,
Cinni_Top,3,c,7/28/15,1606,246,1599,shade2,14,28jul2015ct3c,,,,
Cinni_Top,3,d,7/28/15,1609,0,1634,dark,14,28jul2015ct3d,,30,,y
Cinni_Top,4,a,7/28/15,1612,950,1503,light,16,28jul2015ct4a,,,,
Cinni_Top,4,b,7/28/15,1615,500,1482,shade1,16,28jul2015ct4b,,,,
Cinni_Top,4,c,7/28/15,1618,269,1550,shade2,16,28jul2015ct4c,,,,
Cinni_Top,4,d,7/28/15,1620,0,1588,dark,16,28jul2015ct4d,,95,,
Cinni_Top,5,a,7/28/15,1624,1046,1527,light,14,28jul2015ct5a,,,,
Cinni_Top,5,b,7/28/15,1627,575,1454,shade1,14,28jul2015ct5b,,,,
Cinni_Top,5,c,7/28/15,1629,293,1405,shade2,14,28jul2015ct5c,,,,y
Cinni_Top,5,d,7/28/15,1532,0,1410,dark,14,28jul2015ct5d,,25,,
Cinnamon_Obs,1,a,7/28/15,1344,1444,1902,light,21.1,28jul2015cobs1a,,,,
Cinnamon_Obs,1,b,7/28/15,1347,989,1875,shade1,21.1,28jul2015cobs1b,,,,
Cinnamon_Obs,1,c,7/28/15,1354,544,1910,shade2,21.1,28jul2015cobs1c,,,,
Cinnamon_Obs,1,d,7/28/15,1357,0,1867,dark,21.1,28jul2015cobs1d,,,,
Cinnamon_Obs,2,a,7/28/15,1402,1536,1829,light,25.1,28jul2015cobs2a,,,,
Cinnamon_Obs,2,b,7/28/15,1405,1024,1772,shade1,25.1,28jul2015cobs2b,,,,
Cinnamon_Obs,2,c,7/28/15,1409,533,1885,shade2,25.1,28jul2015cobs2c,,,,
Cinnamon_Obs,2,d,7/28/15,1412,0,1868,dark,25.1,28jul2015cobs2d,,,,
Cinnamon_Obs,3,a,7/28/15,1417,1526,1812,light,16.8,28jul2015cobs3a,,,,
Cinnamon_Obs,3,b,7/28/15,1420,917,1729,shade1,16.8,28jul2015cobs3b,,,,
Cinnamon_Obs,3,c,7/28/15,1424,493,1795,shade2,16.8,28jul2015cobs3c,,,,
Cinnamon_Obs,3,d,7/28/15,1427,0,1748,dark,16.8,28jul2015cobs3d,,,,
Cinnamon_Obs,4,a,7/28/15,1433,1430,1730,light,22.9,28jul2015cobs4a,,,,
Cinnamon_Obs,4,b,7/28/15,1436,1008,1710,shade1,22.9,28jul2015cobs4b,,,,
Cinnamon_Obs,4,c,7/28/15,1439,642,1705,shade2,22.9,28jul2015cobs4c,,,,
Cinnamon_Obs,4,d,7/28/15,1442,0,1736,dark,22.9,28jul2015cobs4d,,,,
Cinnamon_Obs,5,a,7/28/15,1446,1522,1810,light,21.9,28jul2015cobs5a,,,,
Cinnamon_Obs,5,b,7/28/15,1449,1063,1721,shade1,21.9,28jul2015cobs5b,,,,
Cinnamon_Obs,5,c,7/28/15,1452,490,1638,shade2,21.9,28jul2015cobs5c,,,,
Cinnamon_Obs,5,d,7/28/15,1455,0,1760,dark,21.9,28jul2015cobs5d,,,,
Brush_Creek,1,a,7/29/15,1331,1350,1956,light,9,jul2015bc1a,,,,
Brush_Creek,1,b,7/29/15,1335,920,1772,shade1,9,jul2015bc1b,,,,
Brush_Creek,1,c,7/29/15,1338,505,1764,shade2,9,jul2015bc1c,,,,
Brush_Creek,1,d,7/29/15,1343,0,1843,dark,9,jul2015bc1d,,,,
Brush_Creek,2,a,7/29/15,1349,1476,1806,light,9,jul2015bc2a,,,,
Brush_Creek,2,b,7/29/15,1352,910,1740,shade1,9,jul2015bc2b,,,,
Brush_Creek,2,c,7/29/15,1357,546,1772,shade2,9,jul2015bc2c,,,,
Brush_Creek,2,d,7/29/15,1404,0,1742,dark,9,jul2015bc2d,,,,
Brush_Creek,3,a,7/29/15,1410,1416,1710,light,10,jul2015bc3a,,,,
Brush_Creek,3,b,7/29/15,1414,920,1650,shade1,10,jul2015bc3b,,,,y
Brush_Creek,3,c,7/29/15,1417,601,1681,shade2,10,jul2015bc3c,,,,
Brush_Creek,3,d,7/29/15,1421,0,1851,dark,10,jul2015bc3d,,,,
Brush_Creek,4,a,7/29/15,1427,1328,1747,light,10,jul2015bc4a,,,,
Brush_Creek,4,b,7/29/15,1431,640,1706,shade1,10,jul2015bc4b,,,,
Brush_Creek,4,c,7/29/15,1435,361,1699,shade2,10,jul2015bc4c,,,,
Brush_Creek,4,d,7/29/15,1439,0,1762,dark,10,jul2015bc4d,,,,
Brush_Creek,5,a,7/29/15,1451,1323,1625,light,11,jul2015bc5aaa,,,,
Brush_Creek,5,b,7/29/15,1455,635,1716,shade1,11,jul2015bc5b,,,,
Brush_Creek,5,c,7/29/15,1458,432,1602,shade2,11,jul2015bc5c,,,,y
Brush_Creek,5,d,7/29/15,1502,0,1753,dark,11,jul2015bc5d,,,,
Slate_River,1,a,7/29/15,1007,1069,1422,light,19,jul2015sr1a,,,,
Slate_River,1,b,7/29/15,1011,705,1401,shade1,19,jul2015sr1b,,,,
Slate_River,1,c,7/29/15,1014,375,1544,shade2,19,jul2015sr1c,,,,
Slate_River,1,d,7/29/15,1017,0,1498,dark,19,jul2015sr1d,,,,
Slate_River,2,a,7/29/15,1022,1227,1508,light,15,jul2015sr2a,,,,
Slate_River,2,b,7/29/15,1025,669,1508,shade1,15,jul2015sr2b,,35,,
Slate_River,2,c,7/29/15,1028,381,1451,shade2,15,jul2015sr2c,,35,,
Slate_River,2,d,7/29/15,1031,0,1510,dark,15,jul2015sr2d,,20,,
Slate_River,3,a,7/29/15,1036,1203,1518,light,18,jul2015sr3a,,,,
Slate_River,3,b,7/29/15,1041,706,1493,shade1,18,jul2015sr3b,,50,,
Slate_River,3,c,7/29/15,1045,410,1629,shade2,18,jul2015sr3c,,,,
Slate_River,3,d,7/29/15,1048,0,1609,dark,18,jul2015sr3d,,,,
Slate_River,4,a,7/29/15,1053,1179,1650,light,19,jul2015sr4a,,,,
Slate_River,4,b,7/29/15,1056,450,1585,shade1,19,jul2015sr4b,,,,y
Slate_River,4,c,7/29/15,1059,391,1619,shade2,19,jul2015sr4c,,,,
Slate_River,4,d,7/29/15,1103,0,1644,dark,19,jul2015sr4d,,50,,y
Slate_River,5,a,7/29/15,1108,1246,1454,light,12,jul2015sr5a,,,,
Slate_River,5,b,7/29/15,1111,616,1566,shade1,12,jul2015sr5b,,,,
Slate_River,5,c,7/29/15,1114,376,1576,shade2,12,jul2015sr5c,,,,
Slate_River,5,d,7/29/15,1117,0,1336,dark,12,jul2015sr5d,,,,
